titulo,url,preco,tipo,bairro,cidade,estado,cep,quartos,banheiros,garagens,area_m2,descricao,imagens
"Casa de 1° Andar no Bairro do Geisel com 5 quartos, Mobiliada e com Energia Solar",https://pb.olx.com.br/paraiba/imoveis/casa-de-1-andar-no-bairro-do-geisel-com-5-quartos-mobiliada-e-com-energia-solar-1482067965,398000.0,Casa,,João Pessoa,PB,58075-673,5.0,3.0,,24.0,"Casa de 1° andar com 5 quartos no Geisel, MOBILIADA E JÁ COM ENERGIA SOLAR Casa confortável com 160m de área construída, bem localizada, próximo a supermercado, farmácias, restaurante, parada de ônibus, feiras e etc. Casa ideal para quem busca espaço e comodidade para toda família. Casa quitada e já escriturada com todas as documentações em dias. AMBIENTES INTERNOS: Sala de Jantar Sala de estar Sala de TV  Sala Multifuncional (escritório ou sala de brinquedo) 5 Quartos sendo 1 Suite grande com 24m² 3 Banheiros socias Cozinha com moveis planejados AMBIENTES EXTERNO: Garagem  Beco lateral Área de Serviço",https://img.olx.com.br/images/44/446634742909890.jpg | https://img.olx.com.br/images/61/614695145358169.jpg | https://img.olx.com.br/images/55/557650381045116.jpg | https://img.olx.com.br/images/83/837686141879909.jpg | https://img.olx.com.br/images/83/836638264399661.jpg | https://img.olx.com.br/images/84/849679621187715.jpg | https://img.olx.com.br/images/83/831688505987152.jpg | https://img.olx.com.br/images/84/841686025619300.jpg | https://img.olx.com.br/images/83/833624026406061.jpg | https://img.olx.com.br/images/84/844605866402314.jpg | https://img.olx.com.br/images/53/532653869052368.jpg | https://img.olx.com.br/images/53/532626385255375.jpg | https://img.olx.com.br/images/53/533636866275402.jpg | https://img.olx.com.br/images/53/539698744319528.jpg | https://img.olx.com.br/images/58/582682506618260.jpg | https://img.olx.com.br/images/53/530695504761871.jpg
Apartamento próx. da JK ( novo cruzeiro),https://pb.olx.com.br/paraiba/imoveis/apartamento-prox-da-jk-novo-cruzeiro-1485725124,139999.0,Apartamento,,Campina Grande,PB,58417-603,2.0,,,,Venda Apto 2 quartos em ótima localização Condomínio inclui a água. ZAP 83 993041705,https://img.olx.com.br/images/85/851635268843451.jpg | https://img.olx.com.br/images/86/863656265074834.jpg | https://img.olx.com.br/images/87/879691262984253.jpg | https://img.olx.com.br/images/88/889692628646222.jpg | https://img.olx.com.br/images/90/901620388469355.jpg | https://img.olx.com.br/images/91/917678384067311.jpg | https://img.olx.com.br/images/92/921606745839147.jpg | https://img.olx.com.br/images/93/935686264870217.jpg | https://img.olx.com.br/images/95/959653140897712.jpg
Casa na Praia do Amor em Jacumã Cidade do Conde,https://pb.olx.com.br/paraiba/imoveis/casa-na-praia-do-amor-em-jacuma-cidade-do-conde-1485724176,100000.0,Casa,,Conde,PB,58322-000,2.0,,1.0,,"REPASSE DE UMA CASA ? ?. Belíssima casa no Bairro de Jacumã perto da Praia do Amor, na Cidade de Conde. Casa com 02 quartos. Sala com área de serviço. Cozinha com área de serviço. Wc social. 01 Vaga de Garagem. Toda mobiliada. ATENÇÃO!!! ESSA CASA É UM REPASSE. _______________________________ Valor do financiamento restante: 91.158,08 Valor das parcelas: 580,00 reais. Restam 268 meses. 8 anos pagos. Valor do Repasse: 100.000 mil reais. Analisa proposta! Agende já a sua visita! Corretor de Imóveis Luis Tassiano CRECI 8062f. Contato-zap 83991112353 Cidade de Conde Jacumã.",https://img.olx.com.br/images/19/196627383425485.jpg | https://img.olx.com.br/images/21/215669748752410.jpg | https://img.olx.com.br/images/22/220616748157411.jpg | https://img.olx.com.br/images/23/237659861078907.jpg | https://img.olx.com.br/images/24/244627389724720.jpg | https://img.olx.com.br/images/25/258643385884387.jpg | https://img.olx.com.br/images/28/288605866507772.jpg | https://img.olx.com.br/images/30/302663263259802.jpg | https://img.olx.com.br/images/31/317679625955484.jpg | https://img.olx.com.br/images/33/337695389017936.jpg | https://img.olx.com.br/images/35/351639627678639.jpg | https://img.olx.com.br/images/36/363608504437308.jpg | https://img.olx.com.br/images/38/389602025682392.jpg
Alugo sala comercial na melhor localização dos bancários,https://pb.olx.com.br/paraiba/comercio-e-industria/alugo-sala-comercial-na-melhor-localizacao-dos-bancarios-1485722453,1100.0,Sala,,João Pessoa,PB,58052-490,,,,,"""? Oportunidade imperdível! ? Sala comercial na melhor localização do Bairro dos Bancários, perto da Praça da Paz! ? Valor do aluguel: R$ 1100 (incluso condomínio e água). Ideal para o seu negócio! Interessa? Entre em contato no WhatsApp: 83999369477""",https://img.olx.com.br/images/87/874663265198248.jpg | https://img.olx.com.br/images/88/882659384029975.jpg | https://img.olx.com.br/images/91/916622260503286.jpg | https://img.olx.com.br/images/94/947637381345796.jpg
"REPASSE DE LOJA COMPLETA EM SHOPPING, 38m2, TODA APARELHADA",https://pb.olx.com.br/paraiba/comercio-e-industria/repasse-de-loja-completa-em-shopping-38m2-toda-aparelhada-1474750404,230000.0,Loja,,Campina Grande,PB,58410-185,,,,38.0,"Repasse de loja completa, totalmente equipada, e em pleno funcionamento, com bom faturamento.",https://img.olx.com.br/images/35/356682133372785.jpg
Apartamento para venda tem 123 metros quadrados com 4 quartos em Cabo Branco - João Pessoa,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-tem-123-metros-quadrados-com-4-quartos-em-cabo-branco-joao-pessoa-1473759348,890000.0,Apartamento,Cabo Branco,João Pessoa,PB,58045-010,4.0,,,123.0,"Código do anúncio: 3223677E Apartamento em prédio de frente para o mar do Cabo Branco, considerada a orla mais urbanizada e valorizada de João Pessoa, possuindo 123m2 de área privativa, localizado no 4o andar, com vista lateral da praia e da reserva de mata Atlântica, prédio tranquilo com apenas 9 apartamentos sendo 2 por andar e uma cobertura. O ap tem 2 duas portas de entrada, 4 quartos sendo duas suítes, ventilação sudeste, tx cond= R$ 1.300 para pagt em dia, IPTU 847,00, proposta de venda R$  890.000,0 (preço  de oportunidade). A taxa de condomínio inclui água, gás e prédio com porteiro.  O Condominio foi recentemente vistoriado por empresa especializada que apresentou laudo atestando excelentes condições estruturais. Além disso, trata-se de um predio bem zelado e cuidado dentro das normas de conservação e segurança. A planta do apartamento é bastante flexivel permitindo intervenções e reformas para rearranjo de seus espaço para atender as necessidades do morador. No entorno de 800 metros, temos a Estação  Ciência e o farol do Cabo Branco, uma reserva da mata atlântica,  piscinas naturais na maré  baixa, ciclovia,  melhor calçadão das praias de João Pessoa para se exercitar com tranquilidade e segurança.  No amanhecer você pode comprar peixes e crustáceos diretamente com os pescadores da região, das 5 às 8h a av. Cabo Branco fica fechada pra veículos permitindo livre trânsito de pessoas na rua. Prédio fica em frente ao mirante do Cabo Branco,  próximo a ele há diversos restaurantes, lojas de conveniência, 3 grandes supermercados no Altiplano e uma rede hoteleira importante. Quanto ao item segurança pública a praia do Cabo Branco destaca-se por ser bem assistida pelo 9o Batalhão de Bombeiros do Cabo Branco, circulação permanente de ambulâncias, veículos de patrulhamento da PM, Polícia do Turista, cavalaria, duplas de guardas militares motorizadas e de bicicleta, quadriciclos de vigilância, viaturas da Guarda Municipal. A praia também e beneficiada por cabines  do projeto Smart City, oferecendo monitoramento  para reconhecimento facial e de veículos, iluminação pública em LED, e uma série de outros serviços de segurança ao cidadão, através da Guarda Municipal e demais órgãos públicos.",https://img.olx.com.br/images/36/361602131475881.jpg | https://img.olx.com.br/images/66/666638492430715.jpg | https://img.olx.com.br/images/60/605691017443155.jpg | https://img.olx.com.br/images/52/528613256408148.jpg | https://img.olx.com.br/images/69/694631738919080.jpg | https://img.olx.com.br/images/56/567639497827327.jpg | https://img.olx.com.br/images/34/341678493270622.jpg | https://img.olx.com.br/images/40/404665739665370.jpg | https://img.olx.com.br/images/57/572640257826575.jpg | https://img.olx.com.br/images/66/660686372326457.jpg | https://img.olx.com.br/images/34/341629137262200.jpg | https://img.olx.com.br/images/39/393666370728791.jpg | https://img.olx.com.br/images/68/689649372218784.jpg | https://img.olx.com.br/images/83/837682854847981.jpg | https://img.olx.com.br/images/69/697614852661288.jpg | https://img.olx.com.br/images/70/703630251813500.jpg | https://img.olx.com.br/images/58/583658374840404.jpg | https://img.olx.com.br/images/68/686695499486499.jpg | https://img.olx.com.br/images/99/998675372629521.jpg | https://img.olx.com.br/images/12/129640252793095.jpg
Terreno em condomínio fechado bosque do sol,https://pb.olx.com.br/paraiba/terrenos/terreno-em-condominio-fechado-bosque-do-sol-1485720905,280000.0,Terreno,,,,,,,,,Vendo terreno em condomínio bosque do sol,https://img.olx.com.br/images/68/682686388342017.jpg | https://img.olx.com.br/images/69/699610625000185.jpg
Carapibus Apartamento,https://pb.olx.com.br/paraiba/imoveis/carapibus-apartamento-1450548215,220000.0,Apartamento,,Conde,PB,58322-000,,,,,"Próximo de tudo, padaria, mercado, frutaria e restaurantes. No giradouro para Carapibus.",https://img.olx.com.br/images/69/694593101142331.jpg | https://img.olx.com.br/images/68/684553461983748.jpg | https://img.olx.com.br/images/68/685522701828899.jpg | https://img.olx.com.br/images/68/684578466729275.jpg | https://img.olx.com.br/images/69/693577461682290.jpg | https://img.olx.com.br/images/69/694536349429940.jpg
Repasso Flat de Luxo nascente a 80 mts da praia de Manaíra com vista mar definitiva,https://pb.olx.com.br/paraiba/imoveis/repasso-flat-de-luxo-nascente-a-80-mts-da-praia-de-manaira-com-vista-mar-definitiva-1467188405,222000.0,Imóvel,,João Pessoa,PB,58038-140,,,,,"OPORTUNIDADE: REPASSO FLAT DE LUXO TOTALMENTE NASCENTE, COM VISTA AO MAR DEFINITIVA, NO 4° ANDAR, COM 24.80 MTS, NA AV. GUARABIRA EM MANAÍRA, COMPLETÍSSIMO, COM TODOS ITENS DE LAZER DISPONÍVEIS NO MERCADO, INCLUSIVE COM A PISCINA COM BORDA INFINITA NA COBERTURA, COM UMA MARAVILHOSA VISTA DEFINITIVA AO MAR, BAR DE APOIO, LOUNGE, SPA, A 80 MTS DA BEIRA MAR DE MANAÍRA, HIPER BEM LOLALIZADO. VALOR TOTAL: 435 MIL, SENDO 222 MIL DE ENTRADA, MAIS SALDO DEVEDOR DE 213 MIL COM A CONSTRUTORA, COM PARCELAS MENSAIS ATUALMENTE DE 1.720.00, (23), INTERCALADAS SEMESTRAIS DE 11.600 (4), MAIS PARCELA DAS CHAVES, QUE NO CONTRATO ESTA PREVISTA PARA DEZEMBRO DE 2027, MAS O PRÉDIO JA ESTÁ EM FASE DE ACABAMENTO. ANALISO RECEBER VEÍCULO.",https://img.olx.com.br/images/34/348647249910411.jpg | https://img.olx.com.br/images/13/137627004018256.jpg | https://img.olx.com.br/images/15/158665721962705.jpg | https://img.olx.com.br/images/16/160651480266522.jpg | https://img.olx.com.br/images/18/187680606307760.jpg | https://img.olx.com.br/images/19/193605722434033.jpg | https://img.olx.com.br/images/21/211610363284689.jpg | https://img.olx.com.br/images/37/377641246061617.jpg | https://img.olx.com.br/images/38/381683242460106.jpg | https://img.olx.com.br/images/40/405611368439844.jpg | https://img.olx.com.br/images/41/412605128220512.jpg | https://img.olx.com.br/images/42/429671604642087.jpg | https://img.olx.com.br/images/43/430655122026465.jpg | https://img.olx.com.br/images/44/445655605690000.jpg | https://img.olx.com.br/images/45/453664845947874.jpg | https://img.olx.com.br/images/46/462656124935358.jpg | https://img.olx.com.br/images/47/471639007047308.jpg | https://img.olx.com.br/images/48/488622602145175.jpg | https://img.olx.com.br/images/49/497603484828105.jpg | https://img.olx.com.br/images/50/504635847726301.jpg
Belíssimo Flat na praia do Cabo Branco para morar ou Investir bem,https://pb.olx.com.br/paraiba/imoveis/belissimo-flat-na-praia-do-cabo-branco-para-morar-ou-investir-bem-1392902022,595000.0,Imóvel,,João Pessoa,PB,58045-000,,,,,"Tenho uma grande oportunidade localizada na praia do Cabo Branco, você precisa apenas atravessar a rua e está diante da praia mais cobiçada do Nordeste. Esse lindo apartamento pronto, excepcional e perfeito, decorado e projetado com muito estilo, é conviver com a beleza e tranquilidade, poder praticar caminhadas e outras modalidades de esporte, viver em um ambiente que promove a saúde, com um calçadão incrível para se caminhar a qualquer horário do dia ou noite, e muitas opções gastronômicas por toda a orla e acima de tudo a valorização imobiliária que só aumenta, os rendimentos são favoráveis.   Térreo Sistema RFID para controle de acesso (pedestres e veículos) 6 Garden House 2 Caiaques 2 Stand Up Paddles Espaço Coworking Ponto de automação nas áreas comuns 1 Calibrador para Bikes 1 Bebedouro Público 1 Bebedouro Pet Academia Life Fitness Recepção Climatizada Guarda Volumes Refrigerados Sistema de Som Praça Externa Lavanderia  Agende logo uma visita ou dúvidas e informações através do número  Vânia Ramalho ? Corretora de Imóveis ? CRECI 4495 - CNAI 27236 ? 83-9.8817-7144",https://img.olx.com.br/images/49/491581159895034.jpg | https://img.olx.com.br/images/23/234535517987905.jpg | https://img.olx.com.br/images/48/489566639306789.jpg | https://img.olx.com.br/images/50/505588756725114.jpg | https://img.olx.com.br/images/48/480566630672923.jpg | https://img.olx.com.br/images/49/496523879427476.jpg | https://img.olx.com.br/images/49/497544750586972.jpg | https://img.olx.com.br/images/49/498563637242813.jpg | https://img.olx.com.br/images/49/490519632140690.jpg | https://img.olx.com.br/images/49/499587632152387.jpg | https://img.olx.com.br/images/50/503563154007548.jpg | https://img.olx.com.br/images/50/505534639557816.jpg | https://img.olx.com.br/images/49/493541512808877.jpg | https://img.olx.com.br/images/49/499582635492452.jpg | https://img.olx.com.br/images/50/509584039799454.jpg | https://img.olx.com.br/images/49/491591390449915.jpg | https://img.olx.com.br/images/50/509590518361617.jpg
"Lote em condomínio fechado, ALAMEDA DO SOL da Construtora Alliance, João Pessoa",https://pb.olx.com.br/paraiba/terrenos/lote-em-condominio-fechado-alameda-do-sol-da-construtora-alliance-joao-pessoa-1485720522,299000.0,Lote,,,,,,,,200.0,"Lotes disponíveis em Março/2026 fale com Marília Buás pelo WhatsApp (83) 99655-0045 Lotes de 200m2 disponíveis!  Plano de pagamento:  Parcelado: 1+5 total: R$ 314.895,00 À vista: R$ 299.150,00  Condomínio clube de alto padrão da grife Alliance. Registro de incorporação: R-06-322.41 Entrega para 2029. João Pessoa Imóveis® 1228-J  #alamedadosol #lancamento #lotes #alamedadosolalliance alameda do sol alliance, condominio fechado alliance",https://img.olx.com.br/images/41/413668265365452.jpg | https://img.olx.com.br/images/41/410601627645896.jpg | https://img.olx.com.br/images/41/413608387684505.jpg | https://img.olx.com.br/images/42/423671269437392.jpg | https://img.olx.com.br/images/41/410642622898597.jpg | https://img.olx.com.br/images/41/417642623910385.jpg | https://img.olx.com.br/images/41/410651023000657.jpg | https://img.olx.com.br/images/41/411685744447044.jpg | https://img.olx.com.br/images/41/411692147176169.jpg
"Aptos de 2 quartos, 48m² a 53m², elevador e lazer, Doc. inclusa, nos Bancários.",https://pb.olx.com.br/paraiba/imoveis/aptos-de-2-quartos-48m-a-53m-elevador-e-lazer-doc-inclusa-nos-bancarios-1485720072,306000.0,Imóvel,,João Pessoa,PB,58052-135,2.0,,1.0,48.0,"Localizado nos Bancários / Jardim Cidade Universitária. *Apartamentos de 02 quartos, sendo 01 suíte, WC social, sala para 02 ambientes, varanda, cozinha com área de serviço e 01 vaga de garagem. -Áreas úteis: 48m² a 53m²; -Valores a partir de R$ 306.000,00. *O EMPREENDIMENTO CONTEM: -Piscina com bar; -Churrasqueira; -02 espaços gourmet; -Elevadores; -Parque infantil; -02 solários no Rooftop; -02 salões de festas com área externa. *ITBI E REGISTRO PAGOS PELA CONSTRUTORA. * É necessário contratar o financiamento imobiliário pela Caixa Econômica Federal DE IMEDIATO pelo programa MINHA CASA MINHA VIDA. * Se for o 1° Imóvel financiado pelo cliente, a construtora paga 100%. (MINHA CASA MINHA VIDA) * Se for o 2° imóvel financiado pelo cliente ou se o cliente se enquadrar no SBPE, a construtora paga 50%. SALDO DEVEDOR SENDO REAJUSTADO PELO INCC (SALDO QUE NÃO FOR FINANCIADO PELO BANCO) PREVISÃO DE ENTREGA: JUNHO 2026 *Agende uma visita! João Pimentel 6707 F Corretor de Imóveis @j.pimentelimoveis",https://img.olx.com.br/images/20/202668381089983.jpg | https://img.olx.com.br/images/20/204637505224551.jpg | https://img.olx.com.br/images/20/202630501314607.jpg | https://img.olx.com.br/images/20/206624740787784.jpg | https://img.olx.com.br/images/21/213623387197711.jpg | https://img.olx.com.br/images/20/207642264351591.jpg | https://img.olx.com.br/images/20/201661743907926.jpg | https://img.olx.com.br/images/74/742662268243119.jpg | https://img.olx.com.br/images/78/788629024668311.jpg | https://img.olx.com.br/images/83/835632147236075.jpg | https://img.olx.com.br/images/86/860610623951977.jpg
